"","station","specimenlabelid","sizeclass","preyitemid","preyspeciescode","preyspeciescommon","preyspecieslatin","number","weight_g_py","length_mm_py","lengthtype","piecewhole","comments","length_mm_pd","weight_kg_pd","year","date","count","biomass_kg","season","lat","long","stratum","bottomwatertemp_c","stratumarea_km2"
"1564","NM20090401091",4,2,59491,103,"bay anchovy","Anchoa mitchilli",1,0.1937,NA,"","","",185,0.052,2009,"25-Apr-09",33,1.904,"Spring",37.22516667,-75.75333333,"1201",12.65,368.5738
"1565","NM20090401091",6,1,59497,604,"sand shrimp","Crangon septemspinosa",1,0.0253,NA,"","","",120,0.012,2009,"25-Apr-09",33,1.904,"Spring",37.22516667,-75.75333333,"1201",12.65,368.5738
"1566","NM20090401091",2,2,59487,103,"bay anchovy","Anchoa mitchilli",1,0.308,NA,"","","",198,0.072,2009,"25-Apr-09",33,1.904,"Spring",37.22516667,-75.75333333,"1201",12.65,368.5738
"1567","NM20090401091",7,1,59498,699,"mysid","Neomysis americana",19,0.078,NA,"","","",121,0.02,2009,"25-Apr-09",33,1.904,"Spring",37.22516667,-75.75333333,"1201",12.65,368.5738
"1568","NM20090401091",5,2,59493,103,"bay anchovy","Anchoa mitchilli",1,0.1429,NA,"","","",176,0.052,2009,"25-Apr-09",33,1.904,"Spring",37.22516667,-75.75333333,"1201",12.65,368.5738
"1569","NM20090401091",1,2,59485,604,"sand shrimp","Crangon septemspinosa",3,0.794,NA,"","","",221,0.086,2009,"25-Apr-09",33,1.904,"Spring",37.22516667,-75.75333333,"1201",12.65,368.5738
"1570","NM20090401091",5,2,59494,604,"sand shrimp","Crangon septemspinosa",1,0.5154,NA,"","","",176,0.052,2009,"25-Apr-09",33,1.904,"Spring",37.22516667,-75.75333333,"1201",12.65,368.5738
"1571","NM20090401095",1,0,59500,103,"bay anchovy","Anchoa mitchilli",1,0.348,NA,"","","",227,0.11,2009,"25-Apr-09",1,0.11,"Spring",37.35283333,-75.60233333,"1202",11.35,411.5661
"1572","NM20090401097",1,0,59505,604,"sand shrimp","Crangon septemspinosa",1,0.045,NA,"","","",197,0.078,2009,"25-Apr-09",3,0.2,"Spring",37.156,-75.78,"1301",11.32,580.4792
"1573","NM20090401097",3,0,59506,103,"bay anchovy","Anchoa mitchilli",1,0.9061,63.8,"FL","W","",179,0.06,2009,"25-Apr-09",3,0.2,"Spring",37.156,-75.78,"1301",11.32,580.4792
"1574","NM20090401099",1,0,59507,998,"no catch","no catch",NA,NA,NA,"","","EMPTY",205,0.068,2009,"25-Apr-09",118,6.81,"Spring",37.16416667,-75.80116667,"1301",12.01,580.4792
"1575","NM20090401099",2,0,59591,998,"no catch","no catch",NA,NA,NA,"","","EMPTY",236,0.098,2009,"25-Apr-09",118,6.81,"Spring",37.16416667,-75.80116667,"1301",12.01,580.4792
"1576","NM20090401099",3,0,59592,604,"sand shrimp","Crangon septemspinosa",1,0.0151,NA,"","","",180,0.038,2009,"25-Apr-09",118,6.81,"Spring",37.16416667,-75.80116667,"1301",12.01,580.4792
"1577","NM20090401099",4,0,59593,994,"no sample taken","no sample taken",NA,NA,NA,"","","NO SAMPLE",164,0.026,2009,"25-Apr-09",118,6.81,"Spring",37.16416667,-75.80116667,"1301",12.01,580.4792
"1578","NM20090401099",5,0,59594,103,"bay anchovy","Anchoa mitchilli",1,0.253,NA,"","","",188,0.046,2009,"25-Apr-09",118,6.81,"Spring",37.16416667,-75.80116667,"1301",12.01,580.4792
"1579","NM20090401100",1,0,59595,604,"sand shrimp","Crangon septemspinosa",1,0.137,NA,"","","",173,0.04,2009,"24-Apr-09",5,0.284,"Spring",36.95316667,-75.91833333,"1301",10.43,580.4792
"1580","NM20090401100",4,0,59598,604,"sand shrimp","Crangon septemspinosa",1,0.076,NA,"","","",216,0.082,2009,"24-Apr-09",5,0.284,"Spring",36.95316667,-75.91833333,"1301",10.43,580.4792
"1581","NM20090401100",4,0,59599,673,"unidentified crustacean","Crustacea",NA,0.028,NA,"","","",216,0.082,2009,"24-Apr-09",5,0.284,"Spring",36.95316667,-75.91833333,"1301",10.43,580.4792
"1582","NM20090401100",3,0,59597,998,"no catch","no catch",NA,NA,NA,"","","EMPTY",183,0.052,2009,"24-Apr-09",5,0.284,"Spring",36.95316667,-75.91833333,"1301",10.43,580.4792
"1583","NM20090401100",2,0,59596,604,"sand shrimp","Crangon septemspinosa",1,0.108,NA,"","","",177,0.05,2009,"24-Apr-09",5,0.284,"Spring",36.95316667,-75.91833333,"1301",10.43,580.4792
"1584","NM20090401101",4,0,59607,708,"unidentified material","unidentified material",NA,0.069,NA,"","","",154,0.042,2009,"24-Apr-09",75,2.673,"Spring",36.78316667,-75.93266667,"1301",12.52,580.4792
"1585","NM20090401101",2,0,59603,604,"sand shrimp","Crangon septemspinosa",1,0.062,NA,"","","",173,0.052,2009,"24-Apr-09",75,2.673,"Spring",36.78316667,-75.93266667,"1301",12.52,580.4792
"1586","NM20090401101",1,0,59601,6,"silver hake","Merluccius bilinearis",1,0.334,NA,"","","",211,0.094,2009,"24-Apr-09",75,2.673,"Spring",36.78316667,-75.93266667,"1301",12.52,580.4792
"1587","NM20090401101",3,0,59605,841,"unidentified amphipod","Amphipoda spp.",NA,0.133,NA,"","","",167,0.044,2009,"24-Apr-09",75,2.673,"Spring",36.78316667,-75.93266667,"1301",12.52,580.4792
"1588","NM20090401101",5,0,59610,604,"sand shrimp","Crangon septemspinosa",5,0.1062,NA,"","","",153,0.034,2009,"24-Apr-09",75,2.673,"Spring",36.78316667,-75.93266667,"1301",12.52,580.4792
"1589","NM20090401103",1,0,59612,604,"sand shrimp","Crangon septemspinosa",2,0.0296,NA,"","","",192,0.046,2009,"24-Apr-09",120,3.854,"Spring",36.5795,-75.78983333,"1302",9.53,877.8632
"1590","NM20090401103",2,0,59614,998,"no catch","no catch",NA,NA,NA,"","","EMPTY",178,0.04,2009,"24-Apr-09",120,3.854,"Spring",36.5795,-75.78983333,"1302",9.53,877.8632
"1591","NM20090401103",3,0,59615,604,"sand shrimp","Crangon septemspinosa",2,0.057,NA,"","","",162,0.03,2009,"24-Apr-09",120,3.854,"Spring",36.5795,-75.78983333,"1302",9.53,877.8632
"1592","NM20090401103",5,0,67236,1113,"crustacean parts","Crustacea (parts)",NA,0.011,NA,"","","",158,0.032,2009,"24-Apr-09",120,3.854,"Spring",36.5795,-75.78983333,"1302",9.53,877.8632
"1593","NM20090401107",1,0,59621,103,"bay anchovy","Anchoa mitchilli",1,0.9864,NA,"","","",195,0.06,2009,"23-Apr-09",5,0.14,"Spring",36.56666667,-75.77566667,"1302",10.04,877.8632
"1594","NM20090401107",1,0,59619,604,"sand shrimp","Crangon septemspinosa",3,0.2017,NA,"","","",195,0.06,2009,"23-Apr-09",5,0.14,"Spring",36.56666667,-75.77566667,"1302",10.04,877.8632
"1595","NM20090401107",5,0,59623,103,"bay anchovy","Anchoa mitchilli",2,0.8209,NA,"","","",161,0.028,2009,"23-Apr-09",5,0.14,"Spring",36.56666667,-75.77566667,"1302",10.04,877.8632
"1596","NM20090401108",1,0,59626,103,"bay anchovy","Anchoa mitchilli",1,0.467,NA,"","","",212,0.09,2009,"24-Apr-09",1,0.09,"Spring",37.01733333,-75.79383333,"1302",10.09,877.8632
"1597","NM20090401110",1,0,59629,103,"bay anchovy","Anchoa mitchilli",1,0.351,NA,"","","",243,0.116,2009,"21-Apr-09",1,0.116,"Spring",36.74683333,-75.8465,"1302",9.65,877.8632
"1598","NM20090401110",1,0,59630,604,"sand shrimp","Crangon septemspinosa",1,0.268,NA,"","","",243,0.116,2009,"21-Apr-09",1,0.116,"Spring",36.74683333,-75.8465,"1302",9.65,877.8632
"1599","NM20090401111",6,0,59642,998,"no catch","no catch",NA,NA,NA,"","","EMPTY",190,0.07,2009,"21-Apr-09",35,2.69,"Spring",36.83783333,-75.88716667,"1302",10.02,877.8632
"1600","NM20090401111",5,0,59640,103,"bay anchovy","Anchoa mitchilli",1,0.1042,NA,"","","",211,0.092,2009,"21-Apr-09",35,2.69,"Spring",36.83783333,-75.88716667,"1302",10.02,877.8632
"1601","NM20090401111",2,0,59634,738,"red-eyed amphipod","Monoculodes edwardsi",2,0.011,NA,"","","",223,0.1,2009,"21-Apr-09",35,2.69,"Spring",36.83783333,-75.88716667,"1302",10.02,877.8632
"1602","NM20090401111",3,0,59638,604,"sand shrimp","Crangon septemspinosa",1,0.335,NA,"","","",215,0.092,2009,"21-Apr-09",35,2.69,"Spring",36.83783333,-75.88716667,"1302",10.02,877.8632
"1603","NM20090401111",1,0,59633,998,"no catch","no catch",NA,NA,NA,"","","EMPTY",226,0.086,2009,"21-Apr-09",35,2.69,"Spring",36.83783333,-75.88716667,"1302",10.02,877.8632
"1604","NM20090401111",2,0,59636,103,"bay anchovy","Anchoa mitchilli",2,0.808,NA,"","","",223,0.1,2009,"21-Apr-09",35,2.69,"Spring",36.83783333,-75.88716667,"1302",10.02,877.8632
"1605","NM20090401112",5,0,59656,708,"unidentified material","unidentified material",NA,0.0097,NA,"","","",128,0.018,2009,"23-Apr-09",226,5.305,"Spring",36.25516667,-75.77316667,"1401",10.57,149.5082
"1606","NM20090401112",1,0,59645,5000,"unidentified fish","Actinopterygii",2,0.0783,NA,"","","",175,0.042,2009,"23-Apr-09",226,5.305,"Spring",36.25516667,-75.77316667,"1401",10.57,149.5082
"1607","NM20090401112",3,0,59650,699,"mysid","Neomysis americana",1,0.0153,NA,"","","",143,0.024,2009,"23-Apr-09",226,5.305,"Spring",36.25516667,-75.77316667,"1401",10.57,149.5082
"1608","NM20090401112",4,0,59654,699,"mysid","Neomysis americana",2,0.0855,NA,"","","",165,0.034,2009,"23-Apr-09",226,5.305,"Spring",36.25516667,-75.77316667,"1401",10.57,149.5082
"1609","NM20090401112",3,0,59652,963,"unidentified croaker/drum","Sciaenidae",1,0.1664,30.8,"TL","W","",143,0.024,2009,"23-Apr-09",226,5.305,"Spring",36.25516667,-75.77316667,"1401",10.57,149.5082
"1610","NM20090401112",2,0,59648,708,"unidentified material","unidentified material",NA,0.0159,NA,"","","",149,0.024,2009,"23-Apr-09",226,5.305,"Spring",36.25516667,-75.77316667,"1401",10.57,149.5082
"1611","NM20090401113",3,0,59658,5000,"unidentified fish","Actinopterygii",NA,0.038,NA,"","","",172,0.034,2009,"23-Apr-09",167,6.786,"Spring",36.2265,-75.74816667,"1401",9.69,149.5082
"1612","NM20090401113",4,0,59659,998,"no catch","no catch",NA,NA,NA,"","","EMPTY",195,0.06,2009,"23-Apr-09",167,6.786,"Spring",36.2265,-75.74816667,"1401",9.69,149.5082
"1613","NM20090401114",1,0,59662,518,"calanoid copepod","calanoid copepod",NA,0.009,NA,"","","",170,0.036,2009,"23-Apr-09",3,0.12,"Spring",36.11933333,-75.67716667,"1402",9.59,380.3743
"1614","NM20090401114",2,0,59664,604,"sand shrimp","Crangon septemspinosa",1,0.041,NA,"","","",165,0.032,2009,"23-Apr-09",3,0.12,"Spring",36.11933333,-75.67716667,"1402",9.59,380.3743
"1615","NM20090401114",3,0,59665,998,"no catch","no catch",NA,NA,NA,"","","EMPTY",197,0.052,2009,"23-Apr-09",3,0.12,"Spring",36.11933333,-75.67716667,"1402",9.59,380.3743
"1616","NM20090401115",2,0,59670,604,"sand shrimp","Crangon septemspinosa",1,0.3114,NA,"","","",175,0.036,2009,"23-Apr-09",3,0.154,"Spring",36.5045,-75.75683333,"1402",9.64,380.3743
"1617","NM20090401115",3,0,59673,998,"no catch","no catch",NA,NA,NA,"","","EMPTY",160,0.026,2009,"23-Apr-09",3,0.154,"Spring",36.5045,-75.75683333,"1402",9.64,380.3743
"1618","NM20090401115",1,0,59668,636,"four-eyed amphipods (Ampelisca spp.)","Ampelisca spp.",1,0.0078,NA,"","","",236,0.092,2009,"23-Apr-09",3,0.154,"Spring",36.5045,-75.75683333,"1402",9.64,380.3743
"1619","NM20090401116",2,0,59677,604,"sand shrimp","Crangon septemspinosa",1,0.031,NA,"","","",213,0.082,2009,"23-Apr-09",96,3.992,"Spring",36.352,-75.78183333,"1402",9.81,380.3743
"1620","NM20090401116",1,0,59674,5001,"unidentified shrimp","Decapoda",4,0.416,NA,"","","",179,0.05,2009,"23-Apr-09",96,3.992,"Spring",36.352,-75.78183333,"1402",9.81,380.3743
"1621","NM20090401116",4,0,59682,604,"sand shrimp","Crangon septemspinosa",3,0.245,NA,"","","",191,0.054,2009,"23-Apr-09",96,3.992,"Spring",36.352,-75.78183333,"1402",9.81,380.3743
"1622","NM20090401116",3,0,59680,5000,"unidentified fish","Actinopterygii",1,0.033,NA,"","","",199,0.054,2009,"23-Apr-09",96,3.992,"Spring",36.352,-75.78183333,"1402",9.81,380.3743
"1623","NM20090401116",4,0,59683,103,"bay anchovy","Anchoa mitchilli",1,0.641,51,"TL","W","",191,0.054,2009,"23-Apr-09",96,3.992,"Spring",36.352,-75.78183333,"1402",9.81,380.3743
"1624","NM20090401116",5,0,59685,998,"no catch","no catch",NA,NA,NA,"","","EMPTY",154,0.026,2009,"23-Apr-09",96,3.992,"Spring",36.352,-75.78183333,"1402",9.81,380.3743
"1625","NM20090401116",2,0,59676,103,"bay anchovy","Anchoa mitchilli",1,1.061,NA,"","","",213,0.082,2009,"23-Apr-09",96,3.992,"Spring",36.352,-75.78183333,"1402",9.81,380.3743
"1626","NM20090401117",3,0,59693,998,"no catch","no catch",NA,NA,NA,"","","EMPTY",198,0.05,2009,"23-Apr-09",3,0.136,"Spring",36.518,-75.78333333,"1402",9.44,380.3743
"1627","NM20090401117",1,0,59687,604,"sand shrimp","Crangon septemspinosa",5,0.367,NA,"","","",199,0.07,2009,"23-Apr-09",3,0.136,"Spring",36.518,-75.78333333,"1402",9.44,380.3743
"1628","NM20090401117",1,0,59688,103,"bay anchovy","Anchoa mitchilli",1,0.928,NA,"","","",199,0.07,2009,"23-Apr-09",3,0.136,"Spring",36.518,-75.78333333,"1402",9.44,380.3743
"1629","NM20090401118",1,1,59695,604,"sand shrimp","Crangon septemspinosa",1,0.137,NA,"","","",153,0.028,2009,"23-Apr-09",45,1.39,"Spring",36.50416667,-75.8125,"1402",9.92,380.3743
"1630","NM20090401118",1,1,59696,103,"bay anchovy","Anchoa mitchilli",1,0.035,NA,"","","",153,0.028,2009,"23-Apr-09",45,1.39,"Spring",36.50416667,-75.8125,"1402",9.92,380.3743
"1631","NM20090401118",4,1,59700,994,"no sample taken","no sample taken",NA,NA,NA,"","","NO SAMPLE",158,0.03,2009,"23-Apr-09",45,1.39,"Spring",36.50416667,-75.8125,"1402",9.92,380.3743
"1632","NM20090401118",6,2,59704,529,"fish scales","fish scales",NA,0.0279,NA,"","","",248,0.106,2009,"23-Apr-09",45,1.39,"Spring",36.50416667,-75.8125,"1402",9.92,380.3743
"1633","NM20090401118",5,1,59702,998,"no catch","no catch",NA,NA,NA,"","","EMPTY",135,0.018,2009,"23-Apr-09",45,1.39,"Spring",36.50416667,-75.8125,"1402",9.92,380.3743
"1634","NM20090401118",3,1,59698,998,"no catch","no catch",NA,NA,NA,"","","EMPTY",140,0.02,2009,"23-Apr-09",45,1.39,"Spring",36.50416667,-75.8125,"1402",9.92,380.3743
"1635","NM20090401120",6,0,59712,5011,"unidentified shrimp zoea","Decapoda",1,0.0012,NA,"","","",153,0.036,2009,"22-Apr-09",2841,120.032,"Spring",35.24783333,-75.48133333,"1501",15.94,157.3022
"1636","NM20090401120",4,0,59708,998,"no catch","no catch",NA,NA,NA,"","","EMPTY",194,0.048,2009,"22-Apr-09",2841,120.032,"Spring",35.24783333,-75.48133333,"1501",15.94,157.3022
"1637","NM20090401120",2,0,59706,998,"no catch","no catch",NA,NA,NA,"","","EMPTY",186,0.044,2009,"22-Apr-09",2841,120.032,"Spring",35.24783333,-75.48133333,"1501",15.94,157.3022
"1638","NM20090401120",6,0,59715,708,"unidentified material","unidentified material",NA,0.0179,NA,"","","",153,0.036,2009,"22-Apr-09",2841,120.032,"Spring",35.24783333,-75.48133333,"1501",15.94,157.3022
"1639","NM20090401120",6,0,59714,518,"calanoid copepod","calanoid copepod",4,0.0022,NA,"","","",153,0.036,2009,"22-Apr-09",2841,120.032,"Spring",35.24783333,-75.48133333,"1501",15.94,157.3022
"1640","NM20090401120",3,0,59707,998,"no catch","no catch",NA,NA,NA,"","","EMPTY",177,0.038,2009,"22-Apr-09",2841,120.032,"Spring",35.24783333,-75.48133333,"1501",15.94,157.3022
"1641","NM20090401120",5,0,59710,998,"no catch","no catch",NA,NA,NA,"","","EMPTY",169,0.046,2009,"22-Apr-09",2841,120.032,"Spring",35.24783333,-75.48133333,"1501",15.94,157.3022
"1642","NM20090401121",3,0,59719,604,"sand shrimp","Crangon septemspinosa",1,0.127,NA,"","","",186,0.048,2009,"22-Apr-09",33,1.678,"Spring",35.62783333,-75.39483333,"1502",9.85,345.8401
"1643","NM20090401121",6,0,59723,683,"isopod (Livoneca redmanii)","Livoneca redmanii",1,0.011,NA,"","","",173,0.032,2009,"22-Apr-09",33,1.678,"Spring",35.62783333,-75.39483333,"1502",9.85,345.8401
"1644","NM20090401121",4,0,59720,673,"unidentified crustacean","Crustacea",1,0.008,NA,"","","",191,0.052,2009,"22-Apr-09",33,1.678,"Spring",35.62783333,-75.39483333,"1502",9.85,345.8401
"1645","NM20090401121",5,0,59721,998,"no catch","no catch",NA,NA,NA,"","","EMPTY",219,0.068,2009,"22-Apr-09",33,1.678,"Spring",35.62783333,-75.39483333,"1502",9.85,345.8401
"1646","NM20090401121",1,0,59717,998,"no catch","no catch",NA,NA,NA,"","","EMPTY",148,0.022,2009,"22-Apr-09",33,1.678,"Spring",35.62783333,-75.39483333,"1502",9.85,345.8401
"1647","NM20090401123",2,0,59727,103,"bay anchovy","Anchoa mitchilli",1,0.2878,37,"FL","W","",172,0.044,2009,"22-Apr-09",15,0.449,"Spring",35.52516667,-75.4295,"1502",10.62,345.8401
"1648","NM20090401123",2,0,59725,683,"isopod (Livoneca redmanii)","Livoneca redmanii",1,0.0101,NA,"","","",172,0.044,2009,"22-Apr-09",15,0.449,"Spring",35.52516667,-75.4295,"1502",10.62,345.8401
"1649","NM20090401123",4,0,59729,4,"butterfish","Peprilus triacanthus",1,0.0648,36.1,"FL","W","",130,0.02,2009,"22-Apr-09",15,0.449,"Spring",35.52516667,-75.4295,"1502",10.62,345.8401
"1650","NM20090401123",5,0,59732,708,"unidentified material","unidentified material",NA,0.019,NA,"","","",125,0.022,2009,"22-Apr-09",15,0.449,"Spring",35.52516667,-75.4295,"1502",10.62,345.8401
"1651","NM20090401124",5,0,59742,529,"fish scales","fish scales",NA,0.002,NA,"","","",158,0.028,2009,"22-Apr-09",110,3.299,"Spring",35.32383333,-75.45616667,"1502",15.23,345.8401
"1652","NM20090401124",2,0,67237,1113,"crustacean parts","Crustacea (parts)",NA,0.08,NA,"","","",150,0.03,2009,"22-Apr-09",110,3.299,"Spring",35.32383333,-75.45616667,"1502",15.23,345.8401
"1653","NM20090401124",3,0,59736,841,"unidentified amphipod","Amphipoda spp.",NA,0.009,NA,"","","",178,0.05,2009,"22-Apr-09",110,3.299,"Spring",35.32383333,-75.45616667,"1502",15.23,345.8401
"1654","NM20090401124",1,0,59735,529,"fish scales","fish scales",NA,0.03,NA,"","","",184,0.048,2009,"22-Apr-09",110,3.299,"Spring",35.32383333,-75.45616667,"1502",15.23,345.8401
"1655","NM20090401124",5,0,59740,518,"calanoid copepod","calanoid copepod",NA,0.028,NA,"","","",158,0.028,2009,"22-Apr-09",110,3.299,"Spring",35.32383333,-75.45616667,"1502",15.23,345.8401
"1656","NM20090401124",4,0,67238,1113,"crustacean parts","Crustacea (parts)",NA,0.022,NA,"","","",143,0.026,2009,"22-Apr-09",110,3.299,"Spring",35.32383333,-75.45616667,"1502",15.23,345.8401
"1657","NM20090401159",11,2,59754,5006,"vegetation","Plantae",NA,0.022,NA,"","","",189,0.052,2009,"23-Apr-09",262,6.573,"Spring",36.47616667,-75.83166667,"1401",12.55,149.5082
"1658","NM20090401159",11,2,59756,103,"bay anchovy","Anchoa mitchilli",1,0.0135,NA,"","","",189,0.052,2009,"23-Apr-09",262,6.573,"Spring",36.47616667,-75.83166667,"1401",12.55,149.5082
"1659","NM20090401159",11,2,59755,604,"sand shrimp","Crangon septemspinosa",NA,0.044,NA,"","","",189,0.052,2009,"23-Apr-09",262,6.573,"Spring",36.47616667,-75.83166667,"1401",12.55,149.5082
"1660","NM20090401159",10,2,59750,103,"bay anchovy","Anchoa mitchilli",1,0.64,NA,"","","",200,0.068,2009,"23-Apr-09",262,6.573,"Spring",36.47616667,-75.83166667,"1401",12.55,149.5082
"1661","NM20090401159",9,2,59748,604,"sand shrimp","Crangon septemspinosa",1,0.154,NA,"","","",228,0.108,2009,"23-Apr-09",262,6.573,"Spring",36.47616667,-75.83166667,"1401",12.55,149.5082
"1662","NM20090401159",12,2,59758,604,"sand shrimp","Crangon septemspinosa",2,0.047,NA,"","","",198,0.066,2009,"23-Apr-09",262,6.573,"Spring",36.47616667,-75.83166667,"1401",12.55,149.5082
"1663","NM20090401159",10,2,59751,5000,"unidentified fish","Actinopterygii",1,0.068,NA,"","","",200,0.068,2009,"23-Apr-09",262,6.573,"Spring",36.47616667,-75.83166667,"1401",12.55,149.5082
"1664","NM20090401159",4,1,59745,998,"no catch","no catch",NA,NA,NA,"","","EMPTY",144,0.012,2009,"23-Apr-09",262,6.573,"Spring",36.47616667,-75.83166667,"1401",12.55,149.5082
"1665","NM20090401160",5,0,59768,604,"sand shrimp","Crangon septemspinosa",1,0.0015,NA,"","","",175,0.05,2009,"22-Apr-09",958,35.876,"Spring",35.3415,-75.48116667,"1501",14.41,157.3022
"1666","NM20090401160",1,0,59760,708,"unidentified material","unidentified material",1,0.022,NA,"","","",165,0.042,2009,"22-Apr-09",958,35.876,"Spring",35.3415,-75.48116667,"1501",14.41,157.3022
"1667","NM20090401160",5,0,59767,708,"unidentified material","unidentified material",NA,0.0059,NA,"","","",175,0.05,2009,"22-Apr-09",958,35.876,"Spring",35.3415,-75.48116667,"1501",14.41,157.3022
"1668","NM20090401160",5,0,59769,574,"unidentified mysid","Mysidae",3,0.0015,NA,"","","",175,0.05,2009,"22-Apr-09",958,35.876,"Spring",35.3415,-75.48116667,"1501",14.41,157.3022
"1669","NM20090401160",2,0,59762,998,"no catch","no catch",NA,NA,NA,"","","EMPTY",184,0.054,2009,"22-Apr-09",958,35.876,"Spring",35.3415,-75.48116667,"1501",14.41,157.3022
"1670","NM20090401160",4,0,59765,998,"no catch","no catch",NA,NA,NA,"","","EMPTY",160,0.036,2009,"22-Apr-09",958,35.876,"Spring",35.3415,-75.48116667,"1501",14.41,157.3022
"1671","NM20090401160",5,0,59771,518,"calanoid copepod","calanoid copepod",12,0.0027,NA,"","","",175,0.05,2009,"22-Apr-09",958,35.876,"Spring",35.3415,-75.48116667,"1501",14.41,157.3022
"1672","NM20090401160",6,0,59774,994,"no sample taken","no sample taken",NA,NA,NA,"","","NO SAMPLE",170,0.046,2009,"22-Apr-09",958,35.876,"Spring",35.3415,-75.48116667,"1501",14.41,157.3022
"1673","NM20090901003",15,3,68065,491,"sand lances","Ammodytes spp.",6,5.0961,NA,"","","",375,0.656,2009,"05-Oct-09",110,18.346,"Fall",40.98366667,-72.05666667,"0201",17.48,46.7103
"1674","NM20090901003",14,3,68063,37,"Atlantic menhaden","Brevoortia tyrannus",1,5.2817,74.79,"FL","W","",435,0.92,2009,"05-Oct-09",110,18.346,"Fall",40.98366667,-72.05666667,"0201",17.48,46.7103
"1675","NM20090901003",14,3,68062,7,"weakfish","Cynoscion regalis",1,2.6756,NA,"","","",435,0.92,2009,"05-Oct-09",110,18.346,"Fall",40.98366667,-72.05666667,"0201",17.48,46.7103
"1676","NM20090901003",5,1,68046,604,"sand shrimp","Crangon septemspinosa",1,0.0092,NA,"","","",100,0.018,2009,"05-Oct-09",110,18.346,"Fall",40.98366667,-72.05666667,"0201",17.48,46.7103
"1677","NM20090901003",14,3,68061,103,"bay anchovy","Anchoa mitchilli",1,0.9455,NA,"","","",435,0.92,2009,"05-Oct-09",110,18.346,"Fall",40.98366667,-72.05666667,"0201",17.48,46.7103
"1678","NM20090901003",3,1,68054,998,"no catch","no catch",NA,NA,NA,"","","",118,0.02,2009,"05-Oct-09",110,18.346,"Fall",40.98366667,-72.05666667,"0201",17.48,46.7103
"1679","NM20090901003",7,2,68050,604,"sand shrimp","Crangon septemspinosa",16,0.643,NA,"","","",186,0.046,2009,"05-Oct-09",110,18.346,"Fall",40.98366667,-72.05666667,"0201",17.48,46.7103
"1680","NM20090901003",13,3,68058,5000,"unidentified fish","Actinopterygii",1,1.0392,NA,"","","",412,0.804,2009,"05-Oct-09",110,18.346,"Fall",40.98366667,-72.05666667,"0201",17.48,46.7103
"1681","NM20090901003",4,1,68053,998,"no catch","no catch",NA,NA,NA,"","","",96,0.01,2009,"05-Oct-09",110,18.346,"Fall",40.98366667,-72.05666667,"0201",17.48,46.7103
"1682","NM20090901003",5,1,68047,699,"mysid","Neomysis americana",6,0.0128,NA,"","","",100,0.018,2009,"05-Oct-09",110,18.346,"Fall",40.98366667,-72.05666667,"0201",17.48,46.7103
"1683","NM20090901003",6,2,68048,604,"sand shrimp","Crangon septemspinosa",2,0.3305,NA,"","","",162,0.05,2009,"05-Oct-09",110,18.346,"Fall",40.98366667,-72.05666667,"0201",17.48,46.7103
"1684","NM20090901003",13,3,68057,103,"bay anchovy","Anchoa mitchilli",3,2.0019,NA,"","","",412,0.804,2009,"05-Oct-09",110,18.346,"Fall",40.98366667,-72.05666667,"0201",17.48,46.7103
"1685","NM20090901003",16,4,68068,9,"bluefish","Pomatomus saltatrix",1,17.2055,124.21,"FL","W","",539,1.78,2009,"05-Oct-09",110,18.346,"Fall",40.98366667,-72.05666667,"0201",17.48,46.7103
"1686","NM20090901003",16,4,68067,9,"bluefish","Pomatomus saltatrix",1,8.5478,104.8,"FL","W","",539,1.78,2009,"05-Oct-09",110,18.346,"Fall",40.98366667,-72.05666667,"0201",17.48,46.7103
"1687","NM20090901003",17,4,68069,5000,"unidentified fish","Actinopterygii",3,2.811,NA,"","","",524,1.544,2009,"05-Oct-09",110,18.346,"Fall",40.98366667,-72.05666667,"0201",17.48,46.7103
"1688","NM20090901003",14,3,68059,1110,"unidentified squid","Teuthida",4,0.1013,NA,"","","",435,0.92,2009,"05-Oct-09",110,18.346,"Fall",40.98366667,-72.05666667,"0201",17.48,46.7103
"1689","NM20090901003",12,3,68056,7,"weakfish","Cynoscion regalis",1,5.536,88.1,"FL","W","",374,0.702,2009,"05-Oct-09",110,18.346,"Fall",40.98366667,-72.05666667,"0201",17.48,46.7103
"1690","NM20090901003",15,3,68064,103,"bay anchovy","Anchoa mitchilli",2,2.6225,NA,"","","",375,0.656,2009,"05-Oct-09",110,18.346,"Fall",40.98366667,-72.05666667,"0201",17.48,46.7103
"1691","NM20090901003",6,2,68049,5000,"unidentified fish","Actinopterygii",1,0.0702,NA,"","","",162,0.05,2009,"05-Oct-09",110,18.346,"Fall",40.98366667,-72.05666667,"0201",17.48,46.7103
"1692","NM20090901003",16,4,68066,5000,"unidentified fish","Actinopterygii",1,0.7787,NA,"","","",539,1.78,2009,"05-Oct-09",110,18.346,"Fall",40.98366667,-72.05666667,"0201",17.48,46.7103
"1693","NM20090901003",11,3,68055,998,"no catch","no catch",NA,NA,NA,"","","",343,0.502,2009,"05-Oct-09",110,18.346,"Fall",40.98366667,-72.05666667,"0201",17.48,46.7103
"1694","NM20090901003",1,1,68044,604,"sand shrimp","Crangon septemspinosa",1,0.246,NA,"","","",125,0.026,2009,"05-Oct-09",110,18.346,"Fall",40.98366667,-72.05666667,"0201",17.48,46.7103
