"","station","pdid","preyspeciescommon","preyspecieslatin","length_mm_pd","weight_kg_pd","year","date","count","biomass_kg","season","lat","long","bottomwatertemp_c","stratumarea_km2","pyamtw","pyamtn","area"
"4330","CM20051101056",5,"mysid","Neomysis americana",259,0.186,2005,"08-Nov-05",15,2.917,"November",37.68,-76.14,15.13,759.62508277,0.11,16,"CB"
"4331","CM20051101056",6,"bay anchovy","Anchoa mitchilli",168,0.04,2005,"08-Nov-05",15,2.917,"November",37.68,-76.14,15.13,759.62508277,0.08,1,"CB"
"4332","CM20051101056",6,"mysid","Neomysis americana",168,0.04,2005,"08-Nov-05",15,2.917,"November",37.68,-76.14,15.13,759.62508277,0.066,6,"CB"
"4333","CM20051101056",7,"bay anchovy","Anchoa mitchilli",155,0.038,2005,"08-Nov-05",15,2.917,"November",37.68,-76.14,15.13,759.62508277,0.5,2,"CB"
"4334","CM20051101056",8,"bay anchovy","Anchoa mitchilli",154,0.036,2005,"08-Nov-05",15,2.917,"November",37.68,-76.14,15.13,759.62508277,0.307,2,"CB"
"4335","CM20051101057",1,"bay anchovy","Anchoa mitchilli",190,0.076,2005,"08-Nov-05",69,10.009,"November",37.44,-76.06,15.59,217.13388262,0.898,2,"CB"
"4336","CM20051101057",10,"Atlantic menhaden","Brevoortia tyrannus",306,0.324,2005,"08-Nov-05",69,10.009,"November",37.44,-76.06,15.59,217.13388262,31.871,2,"CB"
"4337","CM20051101057",11,"no catch","no catch",286,0.22,2005,"08-Nov-05",69,10.009,"November",37.44,-76.06,15.59,217.13388262,0,0,"CB"
"4338","CM20051101057",13,"bay anchovy","Anchoa mitchilli",138,0.028,2005,"08-Nov-05",69,10.009,"November",37.44,-76.06,15.59,217.13388262,1.345,2,"CB"
"4339","CM20051101057",14,"bay anchovy","Anchoa mitchilli",145,0.028,2005,"08-Nov-05",69,10.009,"November",37.44,-76.06,15.59,217.13388262,0.452,1,"CB"
"4340","CM20051101057",15,"bay anchovy","Anchoa mitchilli",137,0.022,2005,"08-Nov-05",69,10.009,"November",37.44,-76.06,15.59,217.13388262,0.655,1,"CB"
"4341","CM20051101057",16,"bay anchovy","Anchoa mitchilli",154,0.032,2005,"08-Nov-05",69,10.009,"November",37.44,-76.06,15.59,217.13388262,0.453,1,"CB"
"4342","CM20051101057",2,"bay anchovy","Anchoa mitchilli",205,0.09,2005,"08-Nov-05",69,10.009,"November",37.44,-76.06,15.59,217.13388262,1.534,3,"CB"
"4343","CM20051101057",3,"bay anchovy","Anchoa mitchilli",210,0.096,2005,"08-Nov-05",69,10.009,"November",37.44,-76.06,15.59,217.13388262,2.687,5,"CB"
"4344","CM20051101057",5,"bay anchovy","Anchoa mitchilli",155,0.04,2005,"08-Nov-05",69,10.009,"November",37.44,-76.06,15.59,217.13388262,0.198,1,"CB"
"4345","CM20051101057",6,"bay anchovy","Anchoa mitchilli",158,0.04,2005,"08-Nov-05",69,10.009,"November",37.44,-76.06,15.59,217.13388262,0.661,1,"CB"
"4346","CM20051101057",7,"Atlantic menhaden","Brevoortia tyrannus",300,0.278,2005,"08-Nov-05",69,10.009,"November",37.44,-76.06,15.59,217.13388262,1.048,1,"CB"
"4347","CM20051101057",8,"Atlantic menhaden","Brevoortia tyrannus",282,0.246,2005,"08-Nov-05",69,10.009,"November",37.44,-76.06,15.59,217.13388262,8.719,1,"CB"
"4348","CM20051101057",8,"bay anchovy","Anchoa mitchilli",282,0.246,2005,"08-Nov-05",69,10.009,"November",37.44,-76.06,15.59,217.13388262,0.707,1,"CB"
"4349","CM20051101057",9,"bay anchovy","Anchoa mitchilli",256,0.172,2005,"08-Nov-05",69,10.009,"November",37.44,-76.06,15.59,217.13388262,0.398,2,"CB"
"4350","CM20051101058",1,"bay anchovy","Anchoa mitchilli",312,0.356,2005,"08-Nov-05",21,3.773,"November",37.43,-76.09,15.51,217.13388262,0.149,1,"CB"
"4351","CM20051101058",10,"bay anchovy","Anchoa mitchilli",172,0.05,2005,"08-Nov-05",21,3.773,"November",37.43,-76.09,15.51,217.13388262,0.186,1,"CB"
"4352","CM20051101058",10,"mysid","Neomysis americana",172,0.05,2005,"08-Nov-05",21,3.773,"November",37.43,-76.09,15.51,217.13388262,0.05,4,"CB"
"4353","CM20051101058",11,"bay anchovy","Anchoa mitchilli",124,0.018,2005,"08-Nov-05",21,3.773,"November",37.43,-76.09,15.51,217.13388262,0.137,1,"CB"
"4354","CM20051101058",11,"mysid","Neomysis americana",124,0.018,2005,"08-Nov-05",21,3.773,"November",37.43,-76.09,15.51,217.13388262,0.062,8,"CB"
"4355","CM20051101058",12,"unidentified mysid","Mysidae",135,0.018,2005,"08-Nov-05",21,3.773,"November",37.43,-76.09,15.51,217.13388262,0.014,6,"CB"
"4356","CM20051101058",3,"bay anchovy","Anchoa mitchilli",266,0.182,2005,"08-Nov-05",21,3.773,"November",37.43,-76.09,15.51,217.13388262,0.142,1,"CB"
"4357","CM20051101058",3,"unidentified fish","Actinopterygii",266,0.182,2005,"08-Nov-05",21,3.773,"November",37.43,-76.09,15.51,217.13388262,0.247,1,"CB"
"4358","CM20051101058",4,"Atlantic menhaden","Brevoortia tyrannus",287,0.252,2005,"08-Nov-05",21,3.773,"November",37.43,-76.09,15.51,217.13388262,0.641,1,"CB"
"4359","CM20051101058",4,"bay anchovy","Anchoa mitchilli",287,0.252,2005,"08-Nov-05",21,3.773,"November",37.43,-76.09,15.51,217.13388262,0.548,4,"CB"
"4360","CM20051101058",4,"unidentified shrimp","Decapoda",287,0.252,2005,"08-Nov-05",21,3.773,"November",37.43,-76.09,15.51,217.13388262,0.044,1,"CB"
"4361","CM20051101058",5,"bay anchovy","Anchoa mitchilli",268,0.194,2005,"08-Nov-05",21,3.773,"November",37.43,-76.09,15.51,217.13388262,1.504,5,"CB"
"4362","CM20051101058",6,"bay anchovy","Anchoa mitchilli",269,0.168,2005,"08-Nov-05",21,3.773,"November",37.43,-76.09,15.51,217.13388262,0.287,2,"CB"
"4363","CM20051101058",7,"bay anchovy","Anchoa mitchilli",286,0.238,2005,"08-Nov-05",21,3.773,"November",37.43,-76.09,15.51,217.13388262,0.284,1,"CB"
"4364","CM20051101058",7,"mantis shrimp","Squilla empusa",286,0.238,2005,"08-Nov-05",21,3.773,"November",37.43,-76.09,15.51,217.13388262,2.936,1,"CB"
"4365","CM20051101058",8,"bay anchovy","Anchoa mitchilli",198,0.084,2005,"08-Nov-05",21,3.773,"November",37.43,-76.09,15.51,217.13388262,1.305,4,"CB"
"4366","CM20051101058",8,"unidentified mysid","Mysidae",198,0.084,2005,"08-Nov-05",21,3.773,"November",37.43,-76.09,15.51,217.13388262,0.017,2,"CB"
"4367","CM20051101058",9,"mysid","Neomysis americana",200,0.082,2005,"08-Nov-05",21,3.773,"November",37.43,-76.09,15.51,217.13388262,0.032,8,"CB"
"4368","CM20051101059",1,"bay anchovy","Anchoa mitchilli",170,0.054,2005,"07-Nov-05",31,3.582,"November",37.86,-76.17,15.56,217.13388262,0.777,2,"CB"
"4369","CM20051101059",10,"bay anchovy","Anchoa mitchilli",228,0.132,2005,"07-Nov-05",31,3.582,"November",37.86,-76.17,15.56,217.13388262,1.839,6,"CB"
"4370","CM20051101059",11,"Atlantic menhaden","Brevoortia tyrannus",331,0.432,2005,"07-Nov-05",31,3.582,"November",37.86,-76.17,15.56,217.13388262,37.612,2,"CB"
"4371","CM20051101059",12,"no catch","no catch",303,0.302,2005,"07-Nov-05",31,3.582,"November",37.86,-76.17,15.56,217.13388262,0,0,"CB"
"4372","CM20051101059",2,"bay anchovy","Anchoa mitchilli",138,0.034,2005,"07-Nov-05",31,3.582,"November",37.86,-76.17,15.56,217.13388262,0.903,1,"CB"
"4373","CM20051101059",3,"no catch","no catch",119,0.018,2005,"07-Nov-05",31,3.582,"November",37.86,-76.17,15.56,217.13388262,0,0,"CB"
"4374","CM20051101059",4,"bay anchovy","Anchoa mitchilli",146,0.03,2005,"07-Nov-05",31,3.582,"November",37.86,-76.17,15.56,217.13388262,0.94,2,"CB"
"4375","CM20051101059",5,"bay anchovy","Anchoa mitchilli",122,0.014,2005,"07-Nov-05",31,3.582,"November",37.86,-76.17,15.56,217.13388262,0.498,1,"CB"
"4376","CM20051101059",6,"no catch","no catch",259,0.19,2005,"07-Nov-05",31,3.582,"November",37.86,-76.17,15.56,217.13388262,0,0,"CB"
"4377","CM20051101059",7,"bay anchovy","Anchoa mitchilli",286,0.254,2005,"07-Nov-05",31,3.582,"November",37.86,-76.17,15.56,217.13388262,0.961,1,"CB"
"4378","CM20051101059",7,"vegetation","Plantae",286,0.254,2005,"07-Nov-05",31,3.582,"November",37.86,-76.17,15.56,217.13388262,0.074,0,"CB"
"4379","CM20051101059",8,"bay anchovy","Anchoa mitchilli",274,0.21,2005,"07-Nov-05",31,3.582,"November",37.86,-76.17,15.56,217.13388262,0.432,1,"CB"
"4380","CM20051101059",9,"unidentified fish","Actinopterygii",253,0.188,2005,"07-Nov-05",31,3.582,"November",37.86,-76.17,15.56,217.13388262,0.378,1,"CB"
"4381","CM20051101060",1,"calanoid copepod","calanoid copepod",146,0.022,2005,"31-Oct-05",6,0.12,"November",37.06,-76,15.16,883.98006706,0.001,4,"CB"
"4382","CM20051101060",1,"mysid","Neomysis americana",146,0.022,2005,"31-Oct-05",6,0.12,"November",37.06,-76,15.16,883.98006706,0.027,10,"CB"
"4383","CM20051101060",2,"mysid","Neomysis americana",124,0.016,2005,"31-Oct-05",6,0.12,"November",37.06,-76,15.16,883.98006706,0.023,13,"CB"
"4384","CM20051101060",2,"unidentified material","unidentified material",124,0.016,2005,"31-Oct-05",6,0.12,"November",37.06,-76,15.16,883.98006706,0.005,0,"CB"
"4385","CM20051101060",3,"common burrower amphipod","Leptocheirus plumulosus",154,0.028,2005,"31-Oct-05",6,0.12,"November",37.06,-76,15.16,883.98006706,0.003,1,"CB"
"4386","CM20051101060",3,"four-eyed amphipods (Ampelisca spp.)","Ampelisca spp.",154,0.028,2005,"31-Oct-05",6,0.12,"November",37.06,-76,15.16,883.98006706,0.015,26,"CB"
"4387","CM20051101060",3,"unidentified mysid","Mysidae",154,0.028,2005,"31-Oct-05",6,0.12,"November",37.06,-76,15.16,883.98006706,0.044,13,"CB"
"4388","CM20051101060",4,"unidentified fish","Actinopterygii",132,0.018,2005,"31-Oct-05",6,0.12,"November",37.06,-76,15.16,883.98006706,0.032,1,"CB"
"4389","CM20051101060",4,"unidentified mysid","Mysidae",132,0.018,2005,"31-Oct-05",6,0.12,"November",37.06,-76,15.16,883.98006706,0.033,6,"CB"
"4390","CM20051101060",5,"no catch","no catch",131,0.016,2005,"31-Oct-05",6,0.12,"November",37.06,-76,15.16,883.98006706,0,0,"CB"
"4391","CM20051101062",1,"unidentified mysid","Mysidae",116,0.012,2005,"31-Oct-05",1,0.012,"November",37.09,-76.24,14.08,883.98006706,0.036,5,"CB"
"4392","CM20051101064",1,"Atlantic menhaden","Brevoortia tyrannus",289,0.288,2005,"31-Oct-05",1,0.288,"November",37.08,-76.16,15.75,883.98006706,16.356,1,"CB"
"4393","CM20051101065",1,"bay anchovy","Anchoa mitchilli",196,0.08,2005,"31-Oct-05",51,8.211,"November",37.21,-76.33,14.74,883.98006706,3.019,3,"CB"
"4394","CM20051101065",10,"unidentified bloodworm","Glycera spp.",250,0.148,2005,"31-Oct-05",51,8.211,"November",37.21,-76.33,14.74,883.98006706,1.437,3,"CB"
"4395","CM20051101065",11,"bay anchovy","Anchoa mitchilli",287,0.214,2005,"31-Oct-05",51,8.211,"November",37.21,-76.33,14.74,883.98006706,0.966,1,"CB"
"4396","CM20051101065",11,"mysid (Americamysis bigelowi)","Mysidopsis bigelowi",287,0.214,2005,"31-Oct-05",51,8.211,"November",37.21,-76.33,14.74,883.98006706,0.01,4,"CB"
"4397","CM20051101065",13,"mysid","Neomysis americana",300,0.27,2005,"31-Oct-05",51,8.211,"November",37.21,-76.33,14.74,883.98006706,0.098,25,"CB"
"4398","CM20051101065",13,"unidentified fish","Actinopterygii",300,0.27,2005,"31-Oct-05",51,8.211,"November",37.21,-76.33,14.74,883.98006706,0.142,1,"CB"
"4399","CM20051101065",14,"bay anchovy","Anchoa mitchilli",309,0.29,2005,"31-Oct-05",51,8.211,"November",37.21,-76.33,14.74,883.98006706,1.582,1,"CB"
"4400","CM20051101065",14,"unidentified fish","Actinopterygii",309,0.29,2005,"31-Oct-05",51,8.211,"November",37.21,-76.33,14.74,883.98006706,1.928,1,"CB"
"4401","CM20051101065",16,"Atlantic menhaden","Brevoortia tyrannus",353,0.486,2005,"31-Oct-05",51,8.211,"November",37.21,-76.33,14.74,883.98006706,14.002,1,"CB"
"4402","CM20051101065",17,"unidentified fish","Actinopterygii",313,0.304,2005,"31-Oct-05",51,8.211,"November",37.21,-76.33,14.74,883.98006706,0.808,0,"CB"
"4403","CM20051101065",2,"bay anchovy","Anchoa mitchilli",203,0.078,2005,"31-Oct-05",51,8.211,"November",37.21,-76.33,14.74,883.98006706,1.619,1,"CB"
"4404","CM20051101065",3,"bay anchovy","Anchoa mitchilli",208,0.074,2005,"31-Oct-05",51,8.211,"November",37.21,-76.33,14.74,883.98006706,0.642,1,"CB"
"4405","CM20051101065",4,"mysid","Neomysis americana",194,0.066,2005,"31-Oct-05",51,8.211,"November",37.21,-76.33,14.74,883.98006706,0.057,6,"CB"
"4406","CM20051101065",4,"unidentified fish","Actinopterygii",194,0.066,2005,"31-Oct-05",51,8.211,"November",37.21,-76.33,14.74,883.98006706,0.037,1,"CB"
"4407","CM20051101065",5,"bay anchovy","Anchoa mitchilli",196,0.072,2005,"31-Oct-05",51,8.211,"November",37.21,-76.33,14.74,883.98006706,1.745,2,"CB"
"4408","CM20051101065",6,"bay anchovy","Anchoa mitchilli",244,0.142,2005,"31-Oct-05",51,8.211,"November",37.21,-76.33,14.74,883.98006706,1.061,2,"CB"
"4409","CM20051101065",6,"mysid (Americamysis bigelowi)","Mysidopsis bigelowi",244,0.142,2005,"31-Oct-05",51,8.211,"November",37.21,-76.33,14.74,883.98006706,0.008,1,"CB"
"4410","CM20051101065",6,"unidentified bloodworm","Glycera spp.",244,0.142,2005,"31-Oct-05",51,8.211,"November",37.21,-76.33,14.74,883.98006706,1.724,4,"CB"
"4411","CM20051101065",7,"bay anchovy","Anchoa mitchilli",234,0.126,2005,"31-Oct-05",51,8.211,"November",37.21,-76.33,14.74,883.98006706,1.532,1,"CB"
"4412","CM20051101065",7,"unidentified mysid","Mysidae",234,0.126,2005,"31-Oct-05",51,8.211,"November",37.21,-76.33,14.74,883.98006706,0.01,5,"CB"
"4413","CM20051101065",8,"blue crab megalopa","Callinectes spp.",237,0.114,2005,"31-Oct-05",51,8.211,"November",37.21,-76.33,14.74,883.98006706,0.001,1,"CB"
"4414","CM20051101065",8,"unidentified bloodworm","Glycera spp.",237,0.114,2005,"31-Oct-05",51,8.211,"November",37.21,-76.33,14.74,883.98006706,0.46,4,"CB"
"4415","CM20051101065",8,"unidentified mysid","Mysidae",237,0.114,2005,"31-Oct-05",51,8.211,"November",37.21,-76.33,14.74,883.98006706,0.015,4,"CB"
"4416","CM20051101065",9,"fish scales","fish scales",257,0.144,2005,"31-Oct-05",51,8.211,"November",37.21,-76.33,14.74,883.98006706,0.001,2,"CB"
"4417","CM20051101065",9,"unidentified mysid","Mysidae",257,0.144,2005,"31-Oct-05",51,8.211,"November",37.21,-76.33,14.74,883.98006706,0.007,1,"CB"
"4418","CM20051101066",1,"no sample taken","no sample taken",97,0.008,2005,"01-Nov-05",24,0.877,"November",37.11,-76.02,14.46,883.98006706,0,0,"CB"
"4419","CM20051101066",10,"unidentified mysid","Mysidae",188,0.056,2005,"01-Nov-05",24,0.877,"November",37.11,-76.02,14.46,883.98006706,0.033,6,"CB"
"4420","CM20051101066",2,"mysid","Neomysis americana",131,0.022,2005,"01-Nov-05",24,0.877,"November",37.11,-76.02,14.46,883.98006706,0.132,23,"CB"
"4421","CM20051101066",3,"unidentified mysid","Mysidae",160,0.038,2005,"01-Nov-05",24,0.877,"November",37.11,-76.02,14.46,883.98006706,0.023,3,"CB"
"4422","CM20051101066",4,"bay anchovy","Anchoa mitchilli",157,0.036,2005,"01-Nov-05",24,0.877,"November",37.11,-76.02,14.46,883.98006706,0.639,1,"CB"
"4423","CM20051101066",5,"mysid","Neomysis americana",146,0.024,2005,"01-Nov-05",24,0.877,"November",37.11,-76.02,14.46,883.98006706,0.038,6,"CB"
"4424","CM20051101066",6,"bay anchovy","Anchoa mitchilli",160,0.034,2005,"01-Nov-05",24,0.877,"November",37.11,-76.02,14.46,883.98006706,0.099,1,"CB"
"4425","CM20051101066",6,"unidentified mysid","Mysidae",160,0.034,2005,"01-Nov-05",24,0.877,"November",37.11,-76.02,14.46,883.98006706,0.25,28,"CB"
"4426","CM20051101066",7,"mysid","Neomysis americana",188,0.068,2005,"01-Nov-05",24,0.877,"November",37.11,-76.02,14.46,883.98006706,0.124,33,"CB"
"4427","CM20051101066",7,"unidentified bloodworm","Glycera spp.",188,0.068,2005,"01-Nov-05",24,0.877,"November",37.11,-76.02,14.46,883.98006706,0.094,1,"CB"
"4428","CM20051101066",7,"unidentified fish","Actinopterygii",188,0.068,2005,"01-Nov-05",24,0.877,"November",37.11,-76.02,14.46,883.98006706,0.272,1,"CB"
"4429","CM20051101066",8,"mysid","Neomysis americana",200,0.074,2005,"01-Nov-05",24,0.877,"November",37.11,-76.02,14.46,883.98006706,0.274,47,"CB"
"4430","CM20051101066",8,"sand shrimp","Crangon septemspinosa",200,0.074,2005,"01-Nov-05",24,0.877,"November",37.11,-76.02,14.46,883.98006706,0.037,1,"CB"
"4431","CM20051101066",8,"unidentified fish","Actinopterygii",200,0.074,2005,"01-Nov-05",24,0.877,"November",37.11,-76.02,14.46,883.98006706,0.019,1,"CB"
"4432","CM20051101066",9,"no catch","no catch",200,0.086,2005,"01-Nov-05",24,0.877,"November",37.11,-76.02,14.46,883.98006706,0,0,"CB"
"4433","CM20051101070",1,"southern kingfish","Menticirrhus americanus",337,0.436,2005,"09-Nov-05",49,5.395,"November",37.37,-76.1,15.55,447.12085119,4.054,1,"CB"
"4434","CM20051101070",1,"weakfish","Cynoscion regalis",337,0.436,2005,"09-Nov-05",49,5.395,"November",37.37,-76.1,15.55,447.12085119,6.344,1,"CB"
"4435","CM20051101070",10,"bay anchovy","Anchoa mitchilli",206,0.082,2005,"09-Nov-05",49,5.395,"November",37.37,-76.1,15.55,447.12085119,0.675,1,"CB"
"4436","CM20051101070",11,"bay anchovy","Anchoa mitchilli",219,0.104,2005,"09-Nov-05",49,5.395,"November",37.37,-76.1,15.55,447.12085119,0.336,3,"CB"
"4437","CM20051101070",12,"bay anchovy","Anchoa mitchilli",178,0.064,2005,"09-Nov-05",49,5.395,"November",37.37,-76.1,15.55,447.12085119,1.27,2,"CB"
"4438","CM20051101070",12,"mysid","Neomysis americana",178,0.064,2005,"09-Nov-05",49,5.395,"November",37.37,-76.1,15.55,447.12085119,0.002,1,"CB"
"4439","CM20051101070",13,"no catch","no catch",149,0.024,2005,"09-Nov-05",49,5.395,"November",37.37,-76.1,15.55,447.12085119,0,0,"CB"
"4440","CM20051101070",14,"bay anchovy","Anchoa mitchilli",152,0.034,2005,"09-Nov-05",49,5.395,"November",37.37,-76.1,15.55,447.12085119,0.019,1,"CB"
"4441","CM20051101070",14,"mysid","Neomysis americana",152,0.034,2005,"09-Nov-05",49,5.395,"November",37.37,-76.1,15.55,447.12085119,0.031,2,"CB"
"4442","CM20051101070",15,"mysid","Neomysis americana",116,0.014,2005,"09-Nov-05",49,5.395,"November",37.37,-76.1,15.55,447.12085119,0.006,9,"CB"
"4443","CM20051101070",15,"red-eyed amphipod","Monoculodes edwardsi",116,0.014,2005,"09-Nov-05",49,5.395,"November",37.37,-76.1,15.55,447.12085119,0.003,7,"CB"
"4444","CM20051101070",16,"unidentified mysid","Mysidae",112,0.012,2005,"09-Nov-05",49,5.395,"November",37.37,-76.1,15.55,447.12085119,0.021,6,"CB"
"4445","CM20051101070",17,"mysid","Neomysis americana",118,0.014,2005,"09-Nov-05",49,5.395,"November",37.37,-76.1,15.55,447.12085119,0.065,12,"CB"
"4446","CM20051101070",2,"bay anchovy","Anchoa mitchilli",276,0.216,2005,"09-Nov-05",49,5.395,"November",37.37,-76.1,15.55,447.12085119,1.097,3,"CB"
"4447","CM20051101070",4,"weakfish","Cynoscion regalis",254,0.176,2005,"09-Nov-05",49,5.395,"November",37.37,-76.1,15.55,447.12085119,13.993,1,"CB"
"4448","CM20051101070",5,"Atlantic menhaden","Brevoortia tyrannus",293,0.25,2005,"09-Nov-05",49,5.395,"November",37.37,-76.1,15.55,447.12085119,7.452,1,"CB"
"4449","CM20051101070",6,"bay anchovy","Anchoa mitchilli",274,0.2,2005,"09-Nov-05",49,5.395,"November",37.37,-76.1,15.55,447.12085119,0.523,1,"CB"
"4450","CM20051101070",7,"unidentified mysid","Mysidae",263,0.184,2005,"09-Nov-05",49,5.395,"November",37.37,-76.1,15.55,447.12085119,0.042,10,"CB"
"4451","CM20051101070",7,"weakfish","Cynoscion regalis",263,0.184,2005,"09-Nov-05",49,5.395,"November",37.37,-76.1,15.55,447.12085119,0.697,1,"CB"
"4452","CM20051101070",8,"bay anchovy","Anchoa mitchilli",196,0.068,2005,"09-Nov-05",49,5.395,"November",37.37,-76.1,15.55,447.12085119,1.108,2,"CB"
"4453","CM20051101070",9,"bay anchovy","Anchoa mitchilli",201,0.08,2005,"09-Nov-05",49,5.395,"November",37.37,-76.1,15.55,447.12085119,1.537,2,"CB"
"4454","CM20051101071",1,"no catch","no catch",179,0.056,2005,"09-Nov-05",23,4.334,"November",37.29,-76.14,15.79,447.12085119,0,0,"CB"
"4455","CM20051101071",10,"bay anchovy","Anchoa mitchilli",254,0.156,2005,"09-Nov-05",23,4.334,"November",37.29,-76.14,15.79,447.12085119,0.991,2,"CB"
"4456","CM20051101071",12,"bay anchovy","Anchoa mitchilli",323,0.36,2005,"09-Nov-05",23,4.334,"November",37.29,-76.14,15.79,447.12085119,2.314,1,"CB"
"4457","CM20051101071",13,"Atlantic menhaden","Brevoortia tyrannus",307,0.304,2005,"09-Nov-05",23,4.334,"November",37.29,-76.14,15.79,447.12085119,6.864,2,"CB"
"4458","CM20051101071",14,"weakfish","Cynoscion regalis",412,0.8,2005,"09-Nov-05",23,4.334,"November",37.29,-76.14,15.79,447.12085119,17.53,1,"CB"
"4459","CM20051101071",2,"bay anchovy","Anchoa mitchilli",180,0.056,2005,"09-Nov-05",23,4.334,"November",37.29,-76.14,15.79,447.12085119,0.479,2,"CB"
"4460","CM20051101071",3,"bay anchovy","Anchoa mitchilli",139,0.024,2005,"09-Nov-05",23,4.334,"November",37.29,-76.14,15.79,447.12085119,0.025,1,"CB"
"4461","CM20051101071",3,"mysid","Neomysis americana",139,0.024,2005,"09-Nov-05",23,4.334,"November",37.29,-76.14,15.79,447.12085119,0.175,21,"CB"
"4462","CM20051101071",5,"bay anchovy","Anchoa mitchilli",186,0.056,2005,"09-Nov-05",23,4.334,"November",37.29,-76.14,15.79,447.12085119,0.042,1,"CB"
"4463","CM20051101071",5,"unidentified mysid","Mysidae",186,0.056,2005,"09-Nov-05",23,4.334,"November",37.29,-76.14,15.79,447.12085119,0.224,15,"CB"
"4464","CM20051101071",6,"bay anchovy","Anchoa mitchilli",229,0.13,2005,"09-Nov-05",23,4.334,"November",37.29,-76.14,15.79,447.12085119,0.316,1,"CB"
"4465","CM20051101071",7,"bay anchovy","Anchoa mitchilli",236,0.132,2005,"09-Nov-05",23,4.334,"November",37.29,-76.14,15.79,447.12085119,0.613,1,"CB"
"4466","CM20051101071",8,"bay anchovy","Anchoa mitchilli",292,0.218,2005,"09-Nov-05",23,4.334,"November",37.29,-76.14,15.79,447.12085119,0.507,3,"CB"
"4467","CM20051101071",9,"bay anchovy","Anchoa mitchilli",287,0.248,2005,"09-Nov-05",23,4.334,"November",37.29,-76.14,15.79,447.12085119,0.001,1,"CB"
"4468","CM20051101071",9,"weakfish","Cynoscion regalis",287,0.248,2005,"09-Nov-05",23,4.334,"November",37.29,-76.14,15.79,447.12085119,6.596,1,"CB"
"4469","CM20051101072",1,"bay anchovy","Anchoa mitchilli",114,0.012,2005,"31-Oct-05",1,0.012,"November",37.2,-76.16,15.9,447.12085119,0.709,1,"CB"
"4470","CM20051101072",1,"unidentified mysid","Mysidae",114,0.012,2005,"31-Oct-05",1,0.012,"November",37.2,-76.16,15.9,447.12085119,0.024,12,"CB"
"4471","CM20051101073",1,"unidentified mysid","Mysidae",138,0.02,2005,"09-Nov-05",11,1.036,"November",37.27,-76.16,15.83,447.12085119,0.028,7,"CB"
"4472","CM20051101073",10,"bay anchovy","Anchoa mitchilli",286,0.226,2005,"09-Nov-05",11,1.036,"November",37.27,-76.16,15.83,447.12085119,0.183,2,"CB"
"4473","CM20051101073",10,"berg-salmon gill worm","Lernaeenicus radiatus",286,0.226,2005,"09-Nov-05",11,1.036,"November",37.27,-76.16,15.83,447.12085119,0.008,1,"CB"
"4474","CM20051101073",11,"bay anchovy","Anchoa mitchilli",321,0.348,2005,"09-Nov-05",11,1.036,"November",37.27,-76.16,15.83,447.12085119,0.613,1,"CB"
"4475","CM20051101073",4,"four-eyed amphipods (Ampelisca spp.)","Ampelisca spp.",124,0.016,2005,"09-Nov-05",11,1.036,"November",37.27,-76.16,15.83,447.12085119,0.001,1,"CB"
"4476","CM20051101073",4,"unidentified mysid","Mysidae",124,0.016,2005,"09-Nov-05",11,1.036,"November",37.27,-76.16,15.83,447.12085119,0.09,19,"CB"
"4477","CM20051101073",5,"unidentified mysid","Mysidae",141,0.024,2005,"09-Nov-05",11,1.036,"November",37.27,-76.16,15.83,447.12085119,0.046,6,"CB"
"4478","CM20051101073",7,"bay anchovy","Anchoa mitchilli",154,0.036,2005,"09-Nov-05",11,1.036,"November",37.27,-76.16,15.83,447.12085119,0.82,3,"CB"
"4479","CM20051101073",9,"bay anchovy","Anchoa mitchilli",195,0.072,2005,"09-Nov-05",11,1.036,"November",37.27,-76.16,15.83,447.12085119,0.442,3,"CB"
"4480","CM20051101073",9,"unidentified mysid","Mysidae",195,0.072,2005,"09-Nov-05",11,1.036,"November",37.27,-76.16,15.83,447.12085119,0.111,4,"CB"
"4481","CM20051101074",1,"bay anchovy","Anchoa mitchilli",165,0.042,2005,"09-Nov-05",31,4.277,"November",37.37,-76.15,15.59,447.12085119,0.349,1,"CB"
"4482","CM20051101074",1,"unidentified mysid","Mysidae",165,0.042,2005,"09-Nov-05",31,4.277,"November",37.37,-76.15,15.59,447.12085119,0.005,2,"CB"
"4483","CM20051101074",10,"bay anchovy","Anchoa mitchilli",263,0.188,2005,"09-Nov-05",31,4.277,"November",37.37,-76.15,15.59,447.12085119,0.183,1,"CB"
"4484","CM20051101074",11,"bay anchovy","Anchoa mitchilli",339,0.452,2005,"09-Nov-05",31,4.277,"November",37.37,-76.15,15.59,447.12085119,2.369,3,"CB"
"4485","CM20051101074",11,"kingfish (Menticirrhus spp.)","Menticirrhus spp.",339,0.452,2005,"09-Nov-05",31,4.277,"November",37.37,-76.15,15.59,447.12085119,16.372,1,"CB"
"4486","CM20051101074",11,"southern kingfish","Menticirrhus americanus",339,0.452,2005,"09-Nov-05",31,4.277,"November",37.37,-76.15,15.59,447.12085119,1.697,1,"CB"
"4487","CM20051101074",11,"unidentified shrimp","Decapoda",339,0.452,2005,"09-Nov-05",31,4.277,"November",37.37,-76.15,15.59,447.12085119,0.356,1,"CB"
"4488","CM20051101074",12,"bay anchovy","Anchoa mitchilli",294,0.282,2005,"09-Nov-05",31,4.277,"November",37.37,-76.15,15.59,447.12085119,0.2,1,"CB"
